ATVI,2015-11-11 10:37:00-05:00,Activision's new 'Call of Duty' game rakes in $550 million in three days ,Videogame maker Activision Blizzard Inc said "Call of Duty: Black Ops III" generated more than $550 million in global sales in the first three days after its Friday release  setting the tone for the crucial holiday quarter.,https://www.reuters.com/article/us-activision-game/activisions-new-call-of-duty-game-rakes-in-550-million-in-three-days-idUSKCN0T01UA20151111
ATVI,2015-11-06 13:30:00-05:00,Videogame maker Activision launches film studio ,Activision Blizzard Inc has launched a film and TV studio to create original content based on its popular videogame franchises such as "Call of Duty" and "Hearthstone" in its latest push to expand beyond console-based games.,https://www.reuters.com/article/us-activision-film/videogame-maker-activision-launches-film-studio-idUSKCN0SV2JJ20151106
ATVI,2015-11-02 22:57:00-05:00,Activision Blizzard buys 'Candy Crush' maker in mobile push ,DUBLIN Video game maker Activision Blizzard  will buy "Candy Crush Saga" creator King Digital Entertainment  for $5.9 billion  as the heavyweight of console and PC-gaming makes a major push into the faster-growing mobile market. | Video ,https://www.reuters.com/article/us-king-digital-m-a-activision/activision-blizzard-buys-candy-crush-maker-in-mobile-push-idUSKCN0SS07Z20151103
ATVI,2015-10-22 14:00:00-04:00,Former ESPN chief to lead Activision Blizzard's e-sports push ,Videogame maker Activision Blizzard Inc  the company behind the "Call of Duty" and "Destiny" franchises  said it hired former ESPN Chief Executive Steve Bornstein to help expand in the booming business of competitive videogames.,https://www.reuters.com/article/us-activision-esports/former-espn-chief-to-lead-activision-blizzards-e-sports-push-idUSKCN0SG2D120151022
ATVI,2015-08-04 17:48:00-04:00,BRIEF-Activision Blizzard reports Q2 GAAP earnings $0.29/share ,* Says in Q2  monthly active users grew by 35 percent year-over-year,https://www.reuters.com/article/idUSS8N0ZV03420150804
ATVI,2015-05-20 20:10:00-04:00,Judge OKs Activision $275 million shareholder settlement  $72 million for lawyers ,WILMINGTON  Del. A Delaware judge on Wednesday approved a $275 million shareholder settlement involving videogame maker Activision Blizzard Inc and awarded the small law firms that brought the case a $72.5 million fee.,https://www.reuters.com/article/us-activision-settlement/judge-oks-activision-275-million-shareholder-settlement-72-million-for-lawyers-idUSKBN0O52WI20150521
ATVI,2015-05-20 19:57:00-04:00,Judge OKs Activision $275 mln shareholder settlement  $72 mln for lawyers ,WILMINGTON  Del. A Delaware judge on Wednesday approved a $275 million shareholder settlement involving videogame maker Activision Blizzard Inc and awarded the small law firms that brought the case a $72.5 million fee.,https://www.reuters.com/article/activision-settlement/judge-oks-activision-275-mln-shareholder-settlement-72-mln-for-lawyers-idUSL1N0YB2TS20150520
ATVI,2015-05-06 16:25:00-04:00,Game maker Activision Blizzard raises forecast as digital sales grow ,Videogame maker Activision Blizzard Inc raised its full-year profit and revenue forecasts and reported better-than-expected quarterly results  helped by growth in its high-margin digital business.,https://www.reuters.com/article/us-activision-results/game-maker-activision-blizzard-raises-forecast-as-digital-sales-grow-idUSKBN0NR2CF20150506
ATVI,2015-02-05 16:30:00-05:00,Strong dollar weighs on game maker Activision Blizzard's forecast ,Videogame maker Activision Blizzard Inc  known for its "Call of Duty" and "Destiny" titles  forecast revenue for the first quarter below market estimates  factoring in the impact of a strengthening dollar.,https://www.reuters.com/article/us-activision-results/strong-dollar-weighs-on-game-maker-activision-blizzards-forecast-idUSKBN0L92S820150205
ADBE,2015-12-10 20:49:00-05:00,Adobe profit beats on strong subscriptions for Creative Cloud ,Adobe Systems Inc  reported a profit that topped market expectations for the ninth straight quarter on strong subscriber growth for its Creative Cloud package of software tools  which includes Photoshop. | Video ,https://www.reuters.com/article/us-adobe-systems-results/adobe-profit-beats-on-strong-subscriptions-for-creative-cloud-idUSKBN0TT2WF20151211
ADBE,2015-12-10 16:13:00-05:00,Adobe profit beats on strong subscriptions for Creative Cloud ,Adobe Systems Inc  reported a profit that topped market expectations for the ninth quarter in a row on strong subscriber growth for its Creative Cloud package of software tools such as Photoshop.,https://www.reuters.com/article/us-adobe-systems-results/adobe-profit-beats-on-strong-subscriptions-for-creative-cloud-idUSKBN0TT2WF20151210
ADBE,2015-11-30 12:30:00-05:00,U.S. Cyber Monday sales up 14 pct  on track for record -Adobe ,CHICAGO  Nov 30 Sales on Cyber Monday  the busiest day of the year for internet shopping  were up 14 percent from a year earlier  totalling $490 million between midnight and 10 a.m. ET  according to estimates by Adobe Digital Index.,https://www.reuters.com/article/usa-holidayshopping/u-s-cyber-monday-sales-up-14-pct-on-track-for-record-adobe-idUSL1N13P1FF20151130
ADBE,2015-10-06 16:20:00-04:00,Adobe 2016 forecast disappoints  shares slump ,Adobe Systems Inc lowered its profit forecast for 2016 below analyst estimates partly due to a strong dollar  sending its shares down as much as 13 percent in extended trading.,https://www.reuters.com/article/us-adobe-outlook/adobe-2016-forecast-disappoints-shares-slump-idUSKCN0S02P720151006
ADBE,2015-09-29 17:30:00-04:00,AppDynamics names Adobe's David Wadhwani CEO ,Software management company AppDynamics named David Wadhwani as its chief executive  replacing founder Jyoti Bansal  who will become chairman and chief strategist.,https://www.reuters.com/article/us-appdynamics-moves-ceo/appdynamics-names-adobes-david-wadhwani-ceo-idUSKCN0RT2RI20150929
ADBE,2015-09-17 16:12:00-04:00,Adobe revenue  profit forecast miss estimates  shares slip ,Adobe Systems Inc's lower-than-expected revenue and profit forecast for the current quarter overshadowed a strong rise in net subscriptions for its Creative Cloud software suite  sending its shares down 3.5 percent in extended trading.,https://www.reuters.com/article/us-adobe-systems-results/adobe-revenue-profit-forecast-miss-estimates-shares-slip-idUSKCN0RH2SD20150917
ADBE,2015-08-10 11:31:00-04:00,Adobe joins tech industry push in increasing maternity  parental leave ,NEW YORK Software company Adobe Systems Inc.  said on Monday it is doubling the maternity leave it grants  making it the third company in the U.S. technology industry in a week to give new parents more paid time off.,https://www.reuters.com/article/us-work-benefits-adobe/adobe-joins-tech-industry-push-in-increasing-maternity-parental-leave-idUSKCN0QF1NI20150810
ADBE,2015-06-19 11:35:00-04:00,Volume  variety key for Adobe's stock-image service to click ,Adobe Systems Inc is leveraging its popular Creative Cloud software suite for its new stock-image service  but will have to dig deeper to woo designers and take on established players such as Shutterstock Inc and Getty Images.,https://www.reuters.com/article/us-adobe-systems-competition/volume-variety-key-for-adobes-stock-image-service-to-click-idUSKBN0OZ1VC20150619
ADBE,2015-06-16 16:20:00-04:00,Adobe profit beats analysts estimates; forecast disappoints ,Photoshop maker Adobe Systems Inc  reported a better-than-expected profit for the sixth straight quarter  helped by a 12 percent sequential jump in annualized recurring revenue in its digital media segment.,https://www.reuters.com/article/us-adobe-results/adobe-profit-beats-analysts-estimates-forecast-disappoints-idUSKBN0OW2MR20150616
ADBE,2015-03-17 16:17:00-04:00,Adobe adds fewer-than-expected Creative Cloud subscribers  shares fall ,Photoshop maker Adobe Systems Inc reported a lower-than-expected rise in subscriptions for its Creative Cloud software suite and forecast a second-quarter profit that missed the average analyst estimate.,https://www.reuters.com/article/us-adobe-systems-results/adobe-adds-fewer-than-expected-creative-cloud-subscribers-shares-fall-idUSKBN0MD2HK20150317
ADBE,2015-01-14 17:28:00-05:00,Adobe plans up to $2 billion share buyback ,Photoshop maker Adobe Systems Inc  said it would buyback up to $2 billion of its shares through the end of fiscal 2017.,https://www.reuters.com/article/us-adobe-buyback/adobe-plans-up-to-2-billion-share-buyback-idUSKBN0KN2MM20150114
ALXN,2015-12-08 11:01:00-05:00,FDA approves Alexion drug for ultra-rare disease ,The U.S. Food and Drug Administration on Tuesday approved Alexion Pharmaceutical Inc's treatment for an ultra-rare and potentially fatal genetic disorder.,https://www.reuters.com/article/us-alexion-pharms-fda/fda-approves-alexion-drug-for-ultra-rare-disease-idUSKBN0TR1YQ20151208
ALXN,2015-12-02 19:46:00-05:00,Alexion's $550 000 bone drug too expensive for Britain ,LONDON A new drug to treat a rare inherited bone disorder from Alexion Pharmaceuticals ALXN.O that costs more than $550 000 a year for each patient has been deemed too expensive by Britain's health cost watchdog NICE.,https://www.reuters.com/article/us-alexion-pharms-britain/alexions-550000-bone-drug-too-expensive-for-britain-idUSKBN0TM02420151203
ALXN,2015-10-23 16:41:00-04:00,UPDATE 1-FDA approves Alexion's metabolic bone disorder drug ,Oct 23 The U.S. Food and Drug Administration on Friday approved Alexion Pharmaceuticals Inc's Strensiq  a treatment for a rare kind of metabolic bone disorder.,https://www.reuters.com/article/alexion-pharms-fda/update-1-fda-approves-alexions-metabolic-bone-disorder-drug-idUSL3N12N59S20151023
ALXN,2015-09-04 08:58:00-04:00,FDA delays decision on key Alexion drug by 3 months ,Alexion Pharmaceuticals Inc said the U.S. Food and Drug Administration would delay by three months its decision on approving a key drug the company got through the acquisition of Synageva BioPharma Corp.,https://www.reuters.com/article/us-alexion-pharms-fda/fda-delays-decision-on-key-alexion-drug-by-3-months-idUSKCN0R41GD20150904
ALXN,2015-09-01 15:00:00-04:00,Alexion gets EU approval for drug acquired in Synageva deal ,NEW YORK Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp  Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal  an enzyme-replacement therapy for an ultra-rare  life threatening disease.,https://www.reuters.com/article/us-alexion-pharms-approval/alexion-gets-eu-approval-for-drug-acquired-in-synageva-deal-idUSKCN0R14KO20150901
ALXN,2015-07-02 01:11:00-04:00,BRIEF-Lonza announces additional long-term agreement with Alexion ,* New manufacturing line to be constructed at Lonza's existing Portsmouth  NH (USA) plant,https://www.reuters.com/article/idUSFWN0ZH02420150702
ALXN,2015-06-26 07:15:00-04:00,Europe gives green light to new Novartis  Alexion drugs ,LONDON  June 26 New drugs from Novartis  and Alexion won a green light from European regulators on Friday  delivering a boost to both drugmakers and offering new treatment options for cancer and rare diseases.,https://www.reuters.com/article/pharmaceuticals-europe-novartis-alexion/europe-gives-green-light-to-new-novartis-alexion-drugs-idUSL8N0ZC1X220150626
ALXN,2015-05-06 06:57:00-04:00,Alexion to bolster rare disease offering with $8.4 billion deal ,Alexion Pharmaceuticals Inc on Wednesday said it agreed to buy Synageva BioPharma Corp for $8.4 billion  more than twice its market value  to expand its offering of potentially high-priced medicines for rare diseases. | Video ,https://www.reuters.com/article/us-synageva-m-a-alexion/alexion-to-bolster-rare-disease-offering-with-8-4-billion-deal-idUSKBN0NR14120150506
GOOG,2015-12-16 12:25:00-05:00,Google to make driverless cars an Alphabet company in 2016 - Bbg ,Google plans to make its self-driving cars unit  which will offer rides for hire  a stand-alone business under its parent company Alphabet Inc next year  Bloomberg reported.,https://www.reuters.com/article/us-alphabet-autos-selfdriving/google-to-make-driverless-cars-an-alphabet-company-in-2016-bbg-idUSKBN0TZ2FJ20151216
GOOG,2015-12-11 15:30:00-05:00,Alphabet mulls expanding Fiber internet service to LA  Chicago , (This version of the December 8 story corrects paragraph two to "megabits" from "megabytes"),https://www.reuters.com/article/us-alphabet-fiber/alphabet-mulls-expanding-fiber-internet-service-to-la-chicago-idUSKBN0TR26D20151211
GOOG,2015-12-10 09:17:00-05:00,J&J  Alphabet aim for smarter  smaller  cheaper surgical robot ,Johnson & Johnson and Alphabet Inc's life sciences unit have formed an independent company to create far smaller  smarter and less costly robotic-assisted systems for surgery than those sold now by other companies  J&J said on Thursday.,https://www.reuters.com/article/us-alphabet-johnson-johnson-robots/jj-alphabet-aim-for-smarter-smaller-cheaper-surgical-robot-idUSKBN0TT1SB20151210
GOOG,2015-12-08 12:40:00-05:00,Alphabet mulls expanding Fiber internet service to LA  Chicago ,Alphabet Inc said it would consider bringing its Fiber internet service to Los Angeles and Chicago  the two biggest cities the tech giant has worked with so far for the super-fast web service.,https://www.reuters.com/article/us-alphabet-fiber/alphabet-mulls-expanding-fiber-internet-service-to-la-chicago-idUSKBN0TR26D20151208
GOOG,2015-12-07 18:16:00-05:00,Former Google life sciences unit renames itself Verily ,CHICAGO Alphabet Inc's life sciences unit  which was previously a part of the tech company's Google X research and development unit  has picked Verily as its new name as it seeks more visibility in the fast-growing medical technology sector.,https://www.reuters.com/article/us-alphabet-lifesciences-verily/former-google-life-sciences-unit-renames-itself-verily-idUSKBN0TQ2U520151207
GOOG,2015-12-03 06:17:00-05:00,BRIEF-Eolus to build new wind farm to supply Googles Finnish data center ,* Eolus to build new wind farm that will supply Googles Finnish data center with renewable electricity,https://www.reuters.com/article/idUSFWN13R05920151203
GOOG,2015-12-01 11:51:00-05:00,Ryanair to sue Google in Irish court over 'misleading adverts' ,Ryanair has launched legal proceedings against Google and online travel agent eDreams  in the Irish High Court over what it says are misleading adverts for Ryanair flights  the airline said on Tuesday.,https://www.reuters.com/article/ryanair-google/ryanair-to-sue-google-in-irish-court-over-misleading-adverts-idUSL1N13Q1M420151201
GOOG,2015-11-27 08:47:00-05:00,Delaware magistrate rules for Google in Collarity patent suit ,A federal magistrate judge has invalidated as abstract a search technology patent held by web services company Collarity  which had sued Google for infringement.,https://www.reuters.com/article/collarity-google/delaware-magistrate-rules-for-google-in-collarity-patent-suit-idUSL1N13M0K320151127
GOOG,2015-11-20 07:46:00-05:00,Google aims for China launch of Google Play app store next year: sources ,BEIJING/HONG KONG Google  part of Alphabet Inc   aims to launch the China version of its Google Play smartphone app store next year  according to people familiar with the matter  its first major foray in the market since ending localized product support in 2010.,https://www.reuters.com/article/us-alphabet-china/google-aims-for-china-launch-of-google-play-app-store-next-year-sources-idUSKCN0T91K420151120
