ATVI,2011-12-12 10:31:00-05:00,UPDATE 1-Activision game crosses $1 bln in sales ,Dec 12 Activision Blizzard  the biggest U.S. video game publisher by market capitalization  said its game Call of Duty: Modern Warfare 3 crossed $1 billion in sales since its launch on Nov. 8.,https://www.reuters.com/article/activisionblizzard/update-1-activision-game-crosses-1-bln-in-sales-idUSL3E7NC4GF20111212
ATVI,2011-11-30 19:36:00-05:00,Borrowing from cable  game cos. seek subscribers ,NEW YORK Video game companies want to turn gamers from one-time purchasers into subscribers who generate a steady and predictable revenue stream to boost business and protect against economic uncertainty.,https://www.reuters.com/article/us-videogames/borrowing-from-cable-game-cos-seek-subscribers-idUSTRE7B003Q20111201
ATVI,2011-11-16 01:07:00-05:00,French austerity measures knock Vivendi profit target ,PARIS Europe's largest telecoms and entertainment group  Vivendi   was forced to scale back its profit target for the year because of an increase in corporate tax rates by the French government to help reduce the national budget deficit.,https://www.reuters.com/article/us-vivendi/french-austerity-measures-knock-vivendi-profit-target-idUSTRE7AF0EA20111116
ATVI,2011-11-15 10:01:00-05:00,Vivendi sells 35 mln shares of game unit Activision ,PARIS  Nov 15 Vivendi said it had sold 35 million shares of video game maker Activision Blizzard   reducing its stake by roughly 3 percent to 60 percent.,https://www.reuters.com/article/vivendi/vivendi-sells-35-mln-shares-of-game-unit-activision-idUSL5E7MF37Q20111115
ATVI,2011-11-11 09:11:00-05:00,UPDATE 2-"Call of Duty" sets another first-day record ,Nov 11 Activision Blizzard's "Call of Duty: Modern Warfare 3" racked up more than $400 million in sales on its first day in stores in North America and the United Kingdom  setting a video game industry record.,https://www.reuters.com/article/activisionblizzard/update-2-call-of-duty-sets-another-first-day-record-idUSN1E7AA0CZ20111111
ATVI,2011-10-14 12:09:00-04:00,Guns drawn in Activision  EA shooter game battle ,NEW YORK The two biggest U.S. companies in the video game industry are preparing for a gunfight.,https://www.reuters.com/article/us-videogames/guns-drawn-in-activision-ea-shooter-game-battle-idUSTRE79D40J20111014
ATVI,2011-09-21 18:05:00-04:00,EA wants Facebook's users  $3 billion in digital sales ,NEW YORK Electronic Arts Inc may never recover its Silicon Valley swagger. But maybe it doesn't have to  its top executive says.,https://www.reuters.com/article/us-electronicarts/ea-wants-facebooks-users-3-billion-in-digital-sales-idUSTRE78K7B820110921
ATVI,2011-09-16 14:25:00-04:00,Shares of video game companies swing on reviews ,NEW YORK Want to know why video game stocks pop or drop? Check the reviews.,https://www.reuters.com/article/us-videogame-reviews/shares-of-video-game-companies-swing-on-reviews-idUSTRE78F52320110916
ATVI,2011-09-13 22:01:00-04:00,Zumba Fitness  new game launches boost Majesco outlook ,Video game publisher Majesco Entertainment Co  raised its full-year outlook for the third time as it bets on the upcoming launch of the sequel to its popular Zumba Fitness title and the digital version of party game "Twister.",https://www.reuters.com/article/us-majescoentertainment/zumba-fitness-new-game-launches-boost-majesco-outlook-idUSTRE78D0BI20110914
ATVI,2011-09-13 16:30:00-04:00,UPDATE 2-Zumba Fitness  new game launches boost Majesco outlook , * Sees FY 2011 rev $120-$130 mln vs est $125.7 mln   (Adds details in paragraphs  2-7; CEO comment; updates shares),https://www.reuters.com/article/majescoentertainment/update-2-zumba-fitness-new-game-launches-boost-majesco-outlook-idUSL3E7KD3W920110913
